column,level,n,pct
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, התכווצותו הגלובלית מופחתת קל-בינוני EF-45% עם אקינזיה אנפרובזלית והיפוקינזיה ספטלית ואחורית. חדר ימני בגודל והתכווצות תקינה. אי ספיקה מיטרלית בינונית הולוססטולית PISA-6 מ""מ במנגנון של הרחבת הטבעת קרוב לוודאי. אי ספיקה טריקוספידלית קלה עד בינונית. לחץ דם ריאתי 74 ממ""כ מוגבר במידה קשה. יש כנראה הפרעה דיאסטולית משמעותית בנוכחות MR משמעותי. עליה שמאלית מורחבת במידה קלה והימנית בגדל תקין.  הודגם תפליט פלאורלי מימין - לקורלציה עם צל""ח.    ",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, התכווצותו הגלובלית והאיזורית תקינה. היפרטרופיה בינונית של הספטום הבין חדרי  בעיקר הבזלי. חדר ימני תקין בגודלו ותיפקודו. עליה שמאלית מוגדלת במידה קלה. הודגמה התעבות ניכרת של האנולוס באספקט הלטרלי של המסתם המיטרלי מתאים לCaseous abscess, אי ספיקה בינונית של המסתם ללא היצרות משמעותית. מסתם אורטלי מסוייד עם היצרות בינונית לפי חישוב שטח מסתם ואי ספיקה קלה. אי ספיקה טקריקוספידלית קלה עד בינונית. לחץ ריאתי מוגבר במידה בינונית. ",1,0.16
ProcedureSummary,"חדר שמאל גבולי בגודלו, הפרטרופי, התכווצות גלובלית תקינה עם היפוקינזיה/אסנכרוניה אינפרובזלית, ללא עדות להפרעה דיאסטולית, עליה שמאלית מורחבת במידה קלה, חללי הלב ימניים תקינים, טבעת מסתם מיטרלי מסוידת קלות, מסתם אאורטלי מסויד קלות, אי ספיקה מיטרלית קלה וטריקוספידלית מינימלית, לחץ דם ריאתי תקין, אאורטה עולה מורחבת במידה קלה.",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, היפרטרופי במידה קלה, התכווצותו גלובלית ואיזורית ערה, תבנית זרימה מיטרלית מתאימה להפרעה ברלקסציה. חדר ימני תקין בגודלו ותיפקודו. עליה שמאלית מוגדלת במידה קלה. אנולוס מיטרלי מסוייד עם מפל קטן בדופק 71 (  יש שטח המודינמי2.2  סמ""ר),   ואי ספיקה מיטרלית מינימלית. מסתם אורטלי מסוייד עם היצרות מינימלית . אי ספיקה טריקוספידלית קלה. לחץ ריאתי מוגבר במידה בינונית עד קשה. IVC רחב. הודגם נוזל פריקרדיאלי בכמות   בינונית. ",1,0.16
ProcedureSummary,"חדר שמאלי ברוחב תקין, עם עיבוי קל של הדופן, התכווצותו תקינה,  חדר ימני יתכן מעט מורחב, תפקודו תקין. הגדלה קלה של העליה השמאלית. מסתם האאורטלי מסויד, מדגים היצרות קלה . טבעת מסתם מיטרלי מסוידת, ללא היצרות , אס""ק מיטרלית קלה+. אס""ק טריקוספידאלית קלה+, לחץ ריאתי מוגבר במידה בינונית.  הודגם נוזל פריקרדיאלי בכמות   עד בינונית, ממוקם בעיקרו מאחורי החדר השמאלי. IVC מורחבת  במידה קלה, קולפס שאיפתי חלקי, ללא שינויים נשימתיים משמעותיים בעקומת הזרימה המיטרלית. ללא סימני לחץ. ",1,0.16
ProcedureSummary,"חדר שמאלי מעט מורחב, מעט הפרטרופי, תפקודו הגלובלי תקין,  תבנית המילוי פסאודונורמאלית,  חדר ימין מורחב במידה בינונית תפקודו מופחת במידה קשה, פרוזדורים מורחבים ,  דלף מיטרלי קל, דלף טריקוספידלי קל עד בינוני, לחץ ריאתי מוגבר במידה קשה.  תפליט פריקרדיאלי  בכמות קטנה , ללא סימני תמט של המדורים הימניים.   ",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, היפרטרופי, התכווצותו הגלובלית ואיזורית תקינה, חדר ימין בגודל ותפקוד תקינים, הרחבה קלה של עליה שמאלית, מסתם אורטלי מסוייד עם דלף קל-בינוני, טבעת המסתם מיטרלית מסויידת, אי ספיקה מיטרלית מינימלית, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי מוגבר במידה בינונית.",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, תפקודו הגלובלי שמור, היפוקינזיה אינפרו-פוסטריורית בזאלית. היפרטרופיה קונצנטרית של חדר שמאל. עליה שמאלית מורחבת במידה קלה. עיבוי קל של מסתם מיטרלי. תבנית זרימה בדופלר פסאודונורמלית.   ",1,0.16
ProcedureSummary,"עליה שמאלית מורחבת. חדר ימין תקין.חדר שמאל ברוחב תקין עם תפקוד גלובלי ואזורי תקין. מסתם מיטרלי  רוימטי עם פיחה כיפתי, מדגים היצרות קלה ודלף מינימלי. העלים מעובים, העלה הקידמי גמיש. הסתיידות מינימלית. אס""ק אורטלית קלה. אס""ק טריקוספידלית מינימלית. לחץ ריאתי תקין.",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, ספטום מעובה במידה קלה, התכווצות גלובלית ואיזורית תקינה, תבנית המילוי מעידה על הפרעה ברלקסציה, חדר ימני בגודל והתכווצות תקינה, אי ספיקה מיטרלית קלה, אי ספיקה טריקוספידלית מינימלית, לא ניתן להעריך לחץ דם ריאתי ללא עקומת TR, הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאל מעט מורחב, דפנותיו מאוד מעובות, תפקודו הסיסטולי הגלובלי ירוד במידה קשה, גלובלית. לא ניתן להעריך תפקוד דיאסטולי . חדר ימין בגודל תקין ותפקודו הסיסטולי ירוד במידה בינונית בעיקר באמצע עד האפקס של החדר. עליות מעט מורחבות. מבנה מסתם אאורטלי תקין, דרך המסתם דלף מיזערי. אי ספיקה מיטרלית קלה עד בינונית וטריקוספידלית קלה. נימדד יתר לחץ דם ריאתי קל. הודגם תפליט פריקרדיאלי קטן, ללא משמעות המודינמית.    ",1,0.16
ProcedureSummary,"בדיקה קשה לביצוע מטופלת עם קוצר נשימה, הבדיקה בוצע בשכיבה על הגב ובישיבה.  חדר שמאלי מורחב, התכווצות גלובלית ירודה במידה בינונית עד קשה עם אקיניזה אחורית ואינפרולטראלית והיפוקיזיה של שאר הדפנות. הפרעה דיאסטולית דרגה 2. חדר ימני בגודל והתכווצות תקינה.  עלי מסתם אאורטלי מסויידים, דרך המסתם דלף מיזערי. הסתיידות טבעת מסתם מיטרלי, דרך המסתם דלף קשה. אי ספיקה טריקוספידלית בינונית. לחץ דם ריאתי מוגבר במידה בינונית. הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"חדר שמאלי מורחב במידה קלה, התכווצותו הגלובלית ירודה במידה קשה, חדר ימני מורחב במידה קלה  ,  התכווצותו ירודה במידה קשה, דליפה אורלית מינימלית, מסתם מיטרלי מסויד , דליפה מיטרלית קשה, דליפה טריקוספידלית קשה , לחץ דם מריאת מוגבר במידה קשה, עליה שמאלית מורחבת   IVC רחבה ללא תמת נשימתי, תפליט פריקרדיאלי בכמות קטנה .",1,0.16
ProcedureSummary,"חדר שמאל בגודל תקין, התכווצותו הגלובלית והאזורית תקינה, חדר ימין תקין, עליה שמאלית מורחבת במידה קלה עד בינונית, מסתם אאורטלי מסוייד אך ללא היצרות, עלי המסתם המיטרלי מעובים, הטבעת מיט מסויידת, אי ספיקה מיטרלית מינימלית, אי ספיקה טריקוספידלית קלה, לחץ דם ריאתי תקין . תבנית מילוי פפסוידו נורמלית.  הודגם נוזל פריקרדיאלי בכמות מינימלית. ",1,0.16
ProcedureSummary,"חדר שמאלי בגודל תקין, התכווצות גלובלית ואיזורית שמורה,  חדר ימני בגודל והתכווצות תקינה, מסתם אורטלי מסוייד ללא הצרות, טבעת מסתם מיטרלי מסויידת, אי ספיקה מינימלית, אי ספיקה טריקוספידלית מינימלית, אין עדות ליתר לחץ דם ריאתי,  הגדלה קלה של העליה השמאלית.",1,0.16
ProcedureSummary,"הבדיקה בוצעה בשכיבה.  חדר שמאלי ברוחב תקין, הפרטרופי, תפקודו הגלובלי והאזורי תקין.  חדר ימין ברוחב ותפקוד תקין. פרוזדור שמאלי מורחב בינונית.  מסתם אאורטלי מסוייד,  דלף קל.  סנוסי האאורטה מעט מורחבבים , האאורטה העולה מורחבת כ 4.6 ס""מ. קשת האאורטה ברוחב תקין.   מסתם אורטלי מסויד עם דלף קל.   אנולוס מיטרלי מעט מסוייד, דלף מיטרלי קל.  הודגם דלף טריקוספידלי קל, לחץ ריאתי מוגבר במדיה קלה.  הודגם תפליט פריקרדיאלי בינוני, ללא סימני לחץ  על חדר ימין .IVC מעט רחבה עם תמט חלקי.  הודגם תפליט פלאורלי בינוני דו צדדי.",1,0.16
